familyname | genusname
Acanthaceae | Acanthopale
Acanthaceae | Acanthopsis
Acanthaceae | Acanthura
Acanthaceae | Acanthus
Acanthaceae | Achyrocalyx
Acanthaceae | Adhatoda
Acanthaceae | Aechmanthera
Acanthaceae | Afrofittonia
Acanthaceae | Ambongia
Acanthaceae | Ancistranthus
Acanthaceae | Andrographis
Acanthaceae | Angkalanthus
Acanthaceae | Anisacanthus
Acanthaceae | Anisosepalum
Acanthaceae | Anisostachya
Acanthaceae | Anisotes
Acanthaceae | Anomacanthus
Acanthaceae | Apassalus
Acanthaceae | Aphanosperma
Acanthaceae | Aphelandra
Acanthaceae | Aphelandrella
Acanthaceae | Ascotheca
Acanthaceae | Asystasia
Acanthaceae | Asystasiella
Acanthaceae | Avicennia
Acanthaceae | Ballochia
Acanthaceae | Baphicacanthus
Acanthaceae | Barleria
Acanthaceae | Barleriola
Acanthaceae | Beloperone
Acanthaceae | Benoicanthus
Acanthaceae | Blechum
Acanthaceae | Blepharis
Acanthaceae | Borneacanthus
Acanthaceae | Boutonia
Acanthaceae | Brachystephanus
Acanthaceae | Bravaisia
Acanthaceae | Brillantaisia
Acanthaceae | Brunoniella
Acanthaceae | Calacanthus
Acanthaceae | Calycacanthus
Acanthaceae | Camarotea
Acanthaceae | Carlowrightia
Acanthaceae | Celerina
Acanthaceae | Centrilla
Acanthaceae | Cephalacanthus
Acanthaceae | Chaetacanthus
Acanthaceae | Chalarothyrsus
Acanthaceae | Chamaeranthemum
Acanthaceae | Chileranthemum
Acanthaceae | Chlamydacanthus
Acanthaceae | Chlamydocardia
Acanthaceae | Chlamydostachya
Acanthaceae | Chorisochora
Acanthaceae | Chroesthes
Acanthaceae | Clarkeasia
Acanthaceae | Clinacanthus
Acanthaceae | Clistax
Acanthaceae | Codonacanthus
Acanthaceae | Conocalyx
Acanthaceae | Cosmianthemum
Acanthaceae | Crabbea
Acanthaceae | Crossandra
Acanthaceae | Crossandrella
Acanthaceae | Cuenotia
Acanthaceae | Cyclacanthus
Acanthaceae | Cynarospermum
Acanthaceae | Cyphacanthus
Acanthaceae | Danguya
Acanthaceae | Dasytropis
Acanthaceae | Dianthera
Acanthaceae | Dichazothece
Acanthaceae | Dicladanthera
Acanthaceae | Dicliptera
Acanthaceae | Dischistocalyx
Acanthaceae | Dolichostachys
Acanthaceae | Drejera
Acanthaceae | Duosperma
Acanthaceae | Dyschoriste
Acanthaceae | Ecbolium
Acanthaceae | Echinacanthus
Acanthaceae | Elytraria
Acanthaceae | Encephalosphaera
Acanthaceae | Epiclastopelma
Acanthaceae | Eranthemum
Acanthaceae | Eremomastax
Acanthaceae | Eusiphon
Acanthaceae | Filetia
Acanthaceae | Fittonia
Acanthaceae | Forcipella
Acanthaceae | Geissomeria
Acanthaceae | Glossochilus
Acanthaceae | Graphandra
Acanthaceae | Graptophyllum
Acanthaceae | Gymnophragma
Acanthaceae | Gymnostachyum
Acanthaceae | Gynocraterium
Acanthaceae | Gypsacanthus
Acanthaceae | Habracanthus
Acanthaceae | Hansteinia
Acanthaceae | Harpochilus
Acanthaceae | Hemigraphis
Acanthaceae | Henrya
Acanthaceae | Herpetacanthus
Acanthaceae | Heteradelphia
Acanthaceae | Holographis
Acanthaceae | Hygrophila
Acanthaceae | Hymenochlaena
Acanthaceae | Hypoestes
Acanthaceae | Isoglossa
Acanthaceae | Isotheca
Acanthaceae | Jacobinia
Acanthaceae | Jadunia
Acanthaceae | Justicia
Acanthaceae | Kalbreyeriella
Acanthaceae | Kita
Acanthaceae | Lankesteria
Acanthaceae | Lasiocladus
Acanthaceae | Lepidagathis
Acanthaceae | Leptosiphonium
Acanthaceae | Leptostachya
Acanthaceae | Liberatia
Acanthaceae | Lissospermum
Acanthaceae | Listrobanthes
Acanthaceae | Lophostachys
Acanthaceae | Louteridium
Acanthaceae | Lustrinia
Acanthaceae | Mackaya
Acanthaceae | Mananthes
Acanthaceae | Megalochlamys
Acanthaceae | Megaskepasma
Acanthaceae | Mellera
Acanthaceae | Mendoncia
Acanthaceae | Metarungia
Acanthaceae | Mexacanthus
Acanthaceae | Microstrobilus
Acanthaceae | Mimulopsis
Acanthaceae | Mirandea
Acanthaceae | Monachochlamys
Acanthaceae | Monechma
Acanthaceae | Monothecium
Acanthaceae | Neesiella
Acanthaceae | Nelsonia
Acanthaceae | Neriacanthus
Acanthaceae | Neuracanthus
Acanthaceae | Nilgirianthus
Acanthaceae | Nothoruellia
Acanthaceae | Odontonema
Acanthaceae | Oplonia
Acanthaceae | Orophochilus
Acanthaceae | Pachystachys
Acanthaceae | Pachystrobilus
Acanthaceae | Parachampionella
Acanthaceae | Paragutzlaffia
Acanthaceae | Pararuellia
Acanthaceae | Parastrobilanthes
Acanthaceae | Periestes
Acanthaceae | Perilepta
Acanthaceae | Peristrophe
Acanthaceae | Petalidium
Acanthaceae | Phaulopsis
Acanthaceae | Phlebophyllum
Acanthaceae | Phlogacanthus
Acanthaceae | Physacanthus
Acanthaceae | Pleocaulus
Acanthaceae | Podorungia
Acanthaceae | Poikilacanthus
Acanthaceae | Psacadopaepale
Acanthaceae | Pseuderanthemum
Acanthaceae | Pseudocalyx
Acanthaceae | Pseudodicliptera
Acanthaceae | Pseudoruellia
Acanthaceae | Pseudostenosiphonium
Acanthaceae | Psilanthele
Acanthaceae | Pteracanthus
Acanthaceae | Pteroptychia
Acanthaceae | Ptyssiglottis
Acanthaceae | Pulchranthus
Acanthaceae | Pupilla
Acanthaceae | Pyrrothrix
Acanthaceae | Razisea
Acanthaceae | Rhaphidospora
Acanthaceae | Rhinacanthus
Acanthaceae | Ruellia
Acanthaceae | Rungia
Acanthaceae | Ruspolia
Acanthaceae | Ruttya
Acanthaceae | Saintpauliopsis
Acanthaceae | Sanchezia
Acanthaceae | Sarojusticia
Acanthaceae | Sarotheca
Acanthaceae | Satanocrater
Acanthaceae | Schaueria
Acanthaceae | Sclerochiton
Acanthaceae | Semnothyrsus
Acanthaceae | Sericocalyx
Acanthaceae | Sericographis
Acanthaceae | Siphonoglossa
Acanthaceae | Spathacanthus
Acanthaceae | Staurogyne
Acanthaceae | Staurogynopsis
Acanthaceae | Stenandriopsis
Acanthaceae | Stenandrium
Acanthaceae | Stenostephanus
Acanthaceae | Streblacanthus
Acanthaceae | Strobilanthes
Acanthaceae | Strobilanthopsis
Acanthaceae | Suessenguthia
Acanthaceae | Symplectochilus
Acanthaceae | Synnema
Acanthaceae | Taeniandra
Acanthaceae | Tarphochlamys
Acanthaceae | Teliostachya
Acanthaceae | Tessmanniacanthus
Acanthaceae | Tetraglochidium
Acanthaceae | Tetramerium
Acanthaceae | Thelepaepale
Acanthaceae | Thunbergia
Acanthaceae | Trichanthera
Acanthaceae | Trichosanchezia
Acanthaceae | Whitfieldia
Acanthaceae | Xantheranthemum
Acanthaceae | Xanthostachya
Acanthaceae | Xenacanthus
Acanthaceae | Yeatesia
Achariaceae | Buchnerodendron
Achariaceae | Caloncoba
Achariaceae | Camptostylus
Achariaceae | Carpotroche
Achariaceae | Chiangiodendron
Achariaceae | Dasylepis
Achariaceae | Dendrostylis
Achariaceae | Erythrospermum
Achariaceae | Grandidiera
Achariaceae | Gynocardia
Achariaceae | Hydnocarpus
Achariaceae | Kuhlmanniodendron
Achariaceae | Lindackeria
Achariaceae | Mayna
Achariaceae | Peterodendron
Achariaceae | Rawsonia
Achariaceae | Xylotheca
Achatocarpaceae | Achatocarpus
Achatocarpaceae | Phaulothamnus
Acoraceae | Acorus
Actinidiaceae | Actinidia
Actinidiaceae | Clematoclethra
Actinidiaceae | Saurauia
Adoxaceae | Adoxa
Adoxaceae | Sambucus
Adoxaceae | Sinadoxa
Adoxaceae | Tetradoxa
Adoxaceae | Viburnum
Aextoxicaceae | Aextoxicon
Aizoaceae | Acrodon
Aizoaceae | Acrosanthes
Aizoaceae | Aethephyllum
Aizoaceae | Aizoanthemum
Aizoaceae | Aizoon
Aizoaceae | Aloinopsis
Aizoaceae | Amphibolia
Aizoaceae | Antegibbaeum
Aizoaceae | Antimima
Aizoaceae | Apatesia
Aizoaceae | Aptenia
Aizoaceae | Arenifera
Aizoaceae | Argyroderma
Aizoaceae | Aridaria
Aizoaceae | Aspazoma
Aizoaceae | Astridia
Aizoaceae | Bergeranthus
Aizoaceae | Berresfordia
Aizoaceae | Bijlia
Aizoaceae | Braunsia
Aizoaceae | Brianhuntleya
Aizoaceae | Brownanthus
Aizoaceae | Calamophyllum
Aizoaceae | Carpanthea
Aizoaceae | Carpobrotus
Aizoaceae | × Carruanthophyllum
Aizoaceae | Carruanthus
Aizoaceae | Caryotophora
Aizoaceae | Caulipsolon
Aizoaceae | Cephalophyllum
Aizoaceae | Cerochlamys
Aizoaceae | Chasmatophyllum
Aizoaceae | Cheiridopsis
Aizoaceae | Circandra
Aizoaceae | Cleretum
Aizoaceae | Conicosia
Aizoaceae | Conophytum
Aizoaceae | Corpuscularia
Aizoaceae | Cylindrophyllum
Aizoaceae | Cypselea
Aizoaceae | Dactylopsis
Aizoaceae | Deilanthe
Aizoaceae | Delosperma
Aizoaceae | Dicrocaulon
Aizoaceae | Didymaotus
Aizoaceae | Dinteranthus
Aizoaceae | Diplosoma
Aizoaceae | Disphyma
Aizoaceae | Dorotheanthus
Aizoaceae | Dracophilus
Aizoaceae | Drosanthemum
Aizoaceae | Eberlanzia
Aizoaceae | Ebracteola
Aizoaceae | Enarganthe
Aizoaceae | Erepsia
Aizoaceae | Esterhuysenia
Aizoaceae | Eurystigma
Aizoaceae | Faucaria
Aizoaceae | Fenestraria
Aizoaceae | Frithia
Aizoaceae | Galenia
Aizoaceae | Gibbaeum
Aizoaceae | Glottiphyllum
Aizoaceae | Gunniopsis
Aizoaceae | Hallianthus
Aizoaceae | Hammeria
Aizoaceae | Hereroa
Aizoaceae | Hymenocyclus
Aizoaceae | Hymenogyne
Aizoaceae | Ihlenfeldtia
Aizoaceae | Jacobsenia
Aizoaceae | Jordaaniella
Aizoaceae | Juttadinteria
Aizoaceae | Kensitia
Aizoaceae | Khadia
Aizoaceae | Lampranthus
Aizoaceae | Lapidaria
Aizoaceae | Leipoldtia
Aizoaceae | Lithops
Aizoaceae | Machairophyllum
Aizoaceae | Macrocaulon
Aizoaceae | Malephora
Aizoaceae | Maughaniella
Aizoaceae | Mesembryanthemum
Aizoaceae | Mestoklema
Aizoaceae | Meyerophytum
Aizoaceae | Micropterum
Aizoaceae | Mitrophyllum
Aizoaceae | Monilaria
Aizoaceae | Mossia
Aizoaceae | Namibia
Aizoaceae | Nananthus
Aizoaceae | Neohenricia
Aizoaceae | Neorhine
Aizoaceae | Octopoma
Aizoaceae | Odontophorus
Aizoaceae | Oophytum
Aizoaceae | Ophthalmophyllum
Aizoaceae | Opophytum
Aizoaceae | Ottosonderia
Aizoaceae | Phyllobolus
Aizoaceae | Platythyra
Aizoaceae | Pleiospilos
Aizoaceae | Prepodesma
Aizoaceae | Psammophora
Aizoaceae | Psilocaulon
Aizoaceae | Punctillaria
Aizoaceae | Rabiea
Aizoaceae | Rhinephyllum
Aizoaceae | Rhombophyllum
Aizoaceae | Ruschia
Aizoaceae | Ruschianthemum
Aizoaceae | Saphesia
Aizoaceae | Sarcozona
Aizoaceae | Sceletium
Aizoaceae | Semnanthe
Aizoaceae | Sesuvium
Aizoaceae | Skiatophytum
Aizoaceae | Smicrostigma
Aizoaceae | Sphalmanthus
Aizoaceae | Stigmatocarpum
Aizoaceae | Stoeberia
Aizoaceae | Synaptophyllum
Aizoaceae | Tanquana
Aizoaceae | Tetragonia
Aizoaceae | Thyrasperma
Aizoaceae | Titanopsis
Aizoaceae | Trianthema
Aizoaceae | Tribulocarpus
Aizoaceae | Vanheerdea
Aizoaceae | Vanzijlia
Aizoaceae | Verrucifera
Aizoaceae | Zaleya
Aizoaceae | Zeuktophyllum
Akaniaceae | Akania
Akaniaceae | Bretschneidera
Alismataceae | Albidella
Alismataceae | Alisma
Alismataceae | Astonia
Alismataceae | Baldellia
Alismataceae | Burnatia
Alismataceae | Butomopsis
Alismataceae | Caldesia
Alismataceae | Damasonium
Alismataceae | Echinodorus
Alismataceae | Helanthium
Alismataceae | Hydrocleys
Alismataceae | Limnocharis
Alismataceae | Limnophyton
Alismataceae | Luronium
Alismataceae | Ranalisma
Alismataceae | Sagittaria
Alismataceae | Wiesneria
Alseuosmiaceae | Alseuosmia
Alseuosmiaceae | Crispiloba
Alstroemeriaceae | Alstroemeria
Alstroemeriaceae | Bomarea
Alstroemeriaceae | Luzuriaga
Alstroemeriaceae | Schickendantziella
Altingiaceae | Altingia
Altingiaceae | Liquidambar
Altingiaceae | Semiliquidambar
Alzateaceae | Alzatea
Amaranthaceae | Achyranthes
Amaranthaceae | Achyropsis
Amaranthaceae | Acroglochin
Amaranthaceae | Aerva
Amaranthaceae | Agathophora
Amaranthaceae | Agriophyllum
Amaranthaceae | Alexandra
Amaranthaceae | Allenrolfea
Amaranthaceae | Allmania
Amaranthaceae | Allmaniopsis
Amaranthaceae | Alternanthera
Amaranthaceae | Amaranthus
Amaranthaceae | Anabasis
Amaranthaceae | Anthochlamys
Amaranthaceae | Aphanisma
Amaranthaceae | Archiatriplex
Amaranthaceae | Arthraerua
Amaranthaceae | Arthrocnemum
Amaranthaceae | Arthrophytum
Amaranthaceae | Atriplex
Amaranthaceae | Axyris
Amaranthaceae | Baolia
Amaranthaceae | Bassia
Amaranthaceae | Beta
Amaranthaceae | Bienertia
Amaranthaceae | Blutaparon
Amaranthaceae | Borsczowia
Amaranthaceae | Bosea
Amaranthaceae | Calicorema
Amaranthaceae | Camphorosma
Amaranthaceae | Celosia
Amaranthaceae | Centema
Amaranthaceae | Centemopsis
Amaranthaceae | Centrostachys
Amaranthaceae | Ceratocarpus
Amaranthaceae | Ceratoides
Amaranthaceae | Chamissoa
Amaranthaceae | Charpentiera
Amaranthaceae | Chenopodium
Amaranthaceae | Chionothrix
Amaranthaceae | Choriptera
Amaranthaceae | Climacoptera
Amaranthaceae | Corispermum
Amaranthaceae | Cornulaca
Amaranthaceae | Cremnophyton
Amaranthaceae | Cyathobasis
Amaranthaceae | Cyathula
Amaranthaceae | Cycloloma
Amaranthaceae | Cyphocarpa
Amaranthaceae | Dasysphaera
Amaranthaceae | Deeringia
Amaranthaceae | Dicraurus
Amaranthaceae | Didymanthus
Amaranthaceae | Digera
Amaranthaceae | Dissocarpus
Amaranthaceae | Dondia
Amaranthaceae | Dysphania
Amaranthaceae | Einadia
Amaranthaceae | Enchylaena
Amaranthaceae | Eremophea
Amaranthaceae | Eriostylos
Amaranthaceae | Exomis
Amaranthaceae | Fadenia
Amaranthaceae | Froelichia
Amaranthaceae | Froelichiella
Amaranthaceae | Gamanthus
Amaranthaceae | Girgensohnia
Amaranthaceae | Gomphrena
Amaranthaceae | Grayia
Amaranthaceae | Guilleminea
Amaranthaceae | Gyroptera
Amaranthaceae | Halanthium
Amaranthaceae | Halarchon
Amaranthaceae | Halimocnemis
Amaranthaceae | Halocharis
Amaranthaceae | Halocnemum
Amaranthaceae | Halogeton
Amaranthaceae | Halopeplis
Amaranthaceae | Halosarcia
Amaranthaceae | Halostachys
Amaranthaceae | Halothamnus
Amaranthaceae | Halotis
Amaranthaceae | Haloxylon
Amaranthaceae | Hammada
Amaranthaceae | Hebanthe
Amaranthaceae | Herbstia
Amaranthaceae | Hermbstaedtia
Amaranthaceae | Heterostachys
Amaranthaceae | Holmbergia
Amaranthaceae | Horaninovia
Amaranthaceae | Iljinia
Amaranthaceae | Irenella
Amaranthaceae | Iresine
Amaranthaceae | Isgarum
Amaranthaceae | Kalidium
Amaranthaceae | Kirilowia
Amaranthaceae | Kochia
Amaranthaceae | Krascheninnikovia
Amaranthaceae | Kyphocarpa
Amaranthaceae | Lagenantha
Amaranthaceae | Lecanocarpus
Amaranthaceae | Lecosia
Amaranthaceae | Leucosphaera
Amaranthaceae | Maireana
Amaranthaceae | Malacocera
Amaranthaceae | Manochlamys
Amaranthaceae | Marcelliopsis
Amaranthaceae | Mechowia
Amaranthaceae | Microcnemum
Amaranthaceae | Microgynoecium
Amaranthaceae | Micromonolepis
Amaranthaceae | Monolepis
Amaranthaceae | Nanophyton
Amaranthaceae | Nelsia
Amaranthaceae | Neobassia
Amaranthaceae | Nitrophila
Amaranthaceae | Noaea
Amaranthaceae | Nothosaerva
Amaranthaceae | Ofaiston
Amaranthaceae | Osteocarpum
Amaranthaceae | Pachycornia
Amaranthaceae | Panderia
Amaranthaceae | Pandiaka
Amaranthaceae | Pedersenia
Amaranthaceae | Petrosimonia
Amaranthaceae | Pfaffia
Amaranthaceae | Philoxerus
Amaranthaceae | Physandra
Amaranthaceae | Pleuropetalum
Amaranthaceae | Polycnemum
Amaranthaceae | Pseudoplantago
Amaranthaceae | Pseudosericocoma
Amaranthaceae | Psilotrichopsis
Amaranthaceae | Psilotrichum
Amaranthaceae | Ptilotus
Amaranthaceae | Pupalia
Amaranthaceae | Quaternella
Amaranthaceae | Rhagodia
Amaranthaceae | Salicornia
Amaranthaceae | Salsola
Amaranthaceae | Sarcocornia
Amaranthaceae | Schanginia
Amaranthaceae | Scleroblitum
Amaranthaceae | Sclerochlamys
Amaranthaceae | Sclerolaena
Amaranthaceae | Sclerostegia
Amaranthaceae | Seidlitzia
Amaranthaceae | Sericocoma
Amaranthaceae | Sericorema
Amaranthaceae | Sericostachys
Amaranthaceae | Sevada
Amaranthaceae | Spinacia
Amaranthaceae | Stelligera
Amaranthaceae | Stilbanthus
Amaranthaceae | Suaeda
Amaranthaceae | Suckleya
Amaranthaceae | Sympegma
Amaranthaceae | Tecticornia
Amaranthaceae | Threlkeldia
Amaranthaceae | Tidestromia
Amaranthaceae | Traganum
Amaranthaceae | Trichuriella
Amaranthaceae | Zuckia
Amaryllidaceae | Acis
Amaryllidaceae | Agapanthus
Amaryllidaceae | Allium
Amaryllidaceae | Amaryllis
Amaryllidaceae | Ammocharis
Amaryllidaceae | Apodolirion
Amaryllidaceae | Boophane
Amaryllidaceae | Boophone
Amaryllidaceae | Brunsvigia
Amaryllidaceae | × Calicharis
Amaryllidaceae | Caliphruria
Amaryllidaceae | Calostemma
Amaryllidaceae | Castellanoa
Amaryllidaceae | Cearanthes
Amaryllidaceae | Chlidanthus
Amaryllidaceae | Clinanthus
Amaryllidaceae | Clivia
Amaryllidaceae | Crinum
Amaryllidaceae | Crossyne
Amaryllidaceae | Cryptostephanus
Amaryllidaceae | Cyrtanthus
Amaryllidaceae | Diphalangium
Amaryllidaceae | Eithea
Amaryllidaceae | Eucrosia
Amaryllidaceae | Eustephia
Amaryllidaceae | Galanthus
Amaryllidaceae | Gemmaria
Amaryllidaceae | Gethyllis
Amaryllidaceae | Gilliesia
Amaryllidaceae | Griffinia
Amaryllidaceae | Habranthus
Amaryllidaceae | Haemanthus
Amaryllidaceae | Hannonia
Amaryllidaceae | Hieronymiella
Amaryllidaceae | Hippeastrum
Amaryllidaceae | Hymenocallis
Amaryllidaceae | Ismene
Amaryllidaceae | Jaimehintonia
Amaryllidaceae | Leptochiton
Amaryllidaceae | Leucocoryne
Amaryllidaceae | Leucojum
Amaryllidaceae | Lycoris
Amaryllidaceae | Mathieua
Amaryllidaceae | Miersia
Amaryllidaceae | Myobranthus
Amaryllidaceae | Namaquanula
Amaryllidaceae | Narcissus
Amaryllidaceae | Nerine
Amaryllidaceae | Nothoscordum
Amaryllidaceae | Pamianthe
Amaryllidaceae | Pancratium
Amaryllidaceae | Paramongaia
Amaryllidaceae | Phaedranassa
Amaryllidaceae | Phycella
Amaryllidaceae | Placea
Amaryllidaceae | Plagiolirion
Amaryllidaceae | Proiphys
Amaryllidaceae | Prototulbaghia
Amaryllidaceae | Pyrolirion
Amaryllidaceae | Rauhia
Amaryllidaceae | Rhodophiala
Amaryllidaceae | Scadoxus
Amaryllidaceae | Solaria
Amaryllidaceae | Speea
Amaryllidaceae | Sprekelia
Amaryllidaceae | Stenomesson
Amaryllidaceae | Sternbergia
Amaryllidaceae | Strumaria
Amaryllidaceae | Tocantinia
Amaryllidaceae | Traubia
Amaryllidaceae | Trichlora
Amaryllidaceae | Tristagma
Amaryllidaceae | Tulbaghia
Amaryllidaceae | Ungernia
Amaryllidaceae | × Urceocharis
Amaryllidaceae | Urceolina
Amaryllidaceae | Vagaria
Amaryllidaceae | Worsleya
Amaryllidaceae | Zephyranthes
Amborellaceae | Amborella
Anacardiaceae | Abrahamia
Anacardiaceae | Actinocheita
Anacardiaceae | Amphipterygium
Anacardiaceae | Anacardium
Anacardiaceae | Androtium
Anacardiaceae | Antrocaryon
Anacardiaceae | Astronium
Anacardiaceae | Attilaea
Anacardiaceae | Blepharocarya
Anacardiaceae | Bonetiella
Anacardiaceae | Bouea
Anacardiaceae | Buchanania
Anacardiaceae | Campnosperma
Anacardiaceae | Campylopetalum
Anacardiaceae | Cardenasiodendron
Anacardiaceae | Choerospondias
Anacardiaceae | Comocladia
Anacardiaceae | Cotinus
Anacardiaceae | Cyrtocarpa
Anacardiaceae | Dobinea
Anacardiaceae | Dracontomelon
Anacardiaceae | Drimycarpus
Anacardiaceae | Euleria
Anacardiaceae | Euroschinus
Anacardiaceae | Faguetia
Anacardiaceae | Fegimanra
Anacardiaceae | Gluta
Anacardiaceae | Haematostaphis
Anacardiaceae | Haplorhus
Anacardiaceae | Heeria
Anacardiaceae | Holigarna
Anacardiaceae | Lannea
Anacardiaceae | Laurophyllus
Anacardiaceae | Lithraea
Anacardiaceae | Loxopterygium
Anacardiaceae | Malosma
Anacardiaceae | Mangifera
Anacardiaceae | Mauria
Anacardiaceae | Metopium
Anacardiaceae | Micronychia
Anacardiaceae | Mosquitoxylum
Anacardiaceae | Myracrodruon
Anacardiaceae | Nothopegia
Anacardiaceae | Ochoterenaea
Anacardiaceae | Operculicarya
Anacardiaceae | Orthopterygium
Anacardiaceae | Ozoroa
Anacardiaceae | Pachycormus
Anacardiaceae | Pegia
Anacardiaceae | Pistacia
Anacardiaceae | Pleiogynium
Anacardiaceae | Poupartia
Anacardiaceae | Protorhus
Anacardiaceae | Pseudosmodingium
Anacardiaceae | Pseudospondias
Anacardiaceae | Rhodosphaera
Anacardiaceae | Rhoeidium
Anacardiaceae | Rhus
Anacardiaceae | Schinopsis
Anacardiaceae | Schinus
Anacardiaceae | Schmaltzia
Anacardiaceae | Sclerocarya
Anacardiaceae | Searsia
Anacardiaceae | Semecarpus
Anacardiaceae | Sorindeia
Anacardiaceae | Spondias
Anacardiaceae | Styphonia
Anacardiaceae | Tapirira
Anacardiaceae | Terminthia
Anacardiaceae | Thyrsodium
Anacardiaceae | Toxicodendron
Anacardiaceae | Trichoscypha
Anarthriaceae | Anarthria
Anarthriaceae | Hopkinsia
Anarthriaceae | Lyginia
Ancistrocladaceae | Ancistrocladus
Anisophylleaceae | Anisophyllea
Anisophylleaceae | Combretocarpus
Annonaceae | Afroguatteria
Annonaceae | Alphonsea
Annonaceae | Ambavia
Annonaceae | Anaxagorea
Annonaceae | Ancana
Annonaceae | Annickia
Annonaceae | Annona
Annonaceae | Anomianthus
Annonaceae | Anonidium
Annonaceae | Artabotrys
Annonaceae | Asimina
Annonaceae | Asteranthe
Annonaceae | Balonga
Annonaceae | Bocagea
Annonaceae | Bocageopsis
Annonaceae | Boutiquea
Annonaceae | Cananga
Annonaceae | Cardiopetalum
Annonaceae | Chieniodendron
Annonaceae | Cleistochlamys
Annonaceae | Cleistopetalum
Annonaceae | Cleistopholis
Annonaceae | Craibella
Annonaceae | Cremastosperma
Annonaceae | Cyathocalyx
Annonaceae | Cyathostemma
Annonaceae | Cymbopetalum
Annonaceae | Dasoclema
Annonaceae | Dasymaschalon
Annonaceae | Deeringothamnus
Annonaceae | Dendrokingstonia
Annonaceae | Dennettia
Annonaceae | Desmopsis
Annonaceae | Desmos
Annonaceae | Diclinanona
Annonaceae | Dielsiothamnus
Annonaceae | Disepalum
Annonaceae | Drepananthus
Annonaceae | Duckeanthus
Annonaceae | Duguetia
Annonaceae | Ellipeia
Annonaceae | Ellipeiopsis
Annonaceae | Enicosanthum
Annonaceae | Ephedranthus
Annonaceae | Exellia
Annonaceae | Fissistigma
Annonaceae | Fitzalania
Annonaceae | Friesodielsia
Annonaceae | Froesiodendron
Annonaceae | Fusaea
Annonaceae | Goniothalamus
Annonaceae | Greenwayodendron
Annonaceae | Guatteria
Annonaceae | Haplostichanthus
Annonaceae | Heteropetalum
Annonaceae | Hexalobus
Annonaceae | Hornschuchia
Annonaceae | Isolona
Annonaceae | Kinginda
Annonaceae | Klarobelia
Annonaceae | Letestudoxa
Annonaceae | Malmea
Annonaceae | Meiocarpidium
Annonaceae | Meiogyne
Annonaceae | Melodorum
Annonaceae | Mezzettia
Annonaceae | Mezzettiopsis
Annonaceae | Miliusa
Annonaceae | Mischogyne
Annonaceae | Mitrella
Annonaceae | Mitrephora
Annonaceae | Monanthotaxis
Annonaceae | Monocarpia
Annonaceae | Monodora
Annonaceae | Monoon
Annonaceae | Mosannona
Annonaceae | Neo-uvaria
Annonaceae | Neostenanthera
Annonaceae | Oncodostigma
Annonaceae | Onychopetalum
Annonaceae | Orophea
Annonaceae | Oxandra
Annonaceae | Oxymitra
Annonaceae | Papualthia
Annonaceae | Phaeanthus
Annonaceae | Phoenicanthus
Annonaceae | Piptostigma
Annonaceae | Polyalthia
Annonaceae | Polyceratocarpus
Annonaceae | Popowia
Annonaceae | Porcelia
Annonaceae | Pseudannona
Annonaceae | Pseudephedranthus
Annonaceae | Pseudomalmea
Annonaceae | Pseudoxandra
Annonaceae | Pseuduvaria
Annonaceae | Raimondia
Annonaceae | Richella
Annonaceae | Rollinia
Annonaceae | Ruizodendron
Annonaceae | Saccopetalum
Annonaceae | Sageraea
Annonaceae | Sapranthus
Annonaceae | Schefferomitra
Annonaceae | Sphaerocoryne
Annonaceae | Stelechocarpus
Annonaceae | Stenanona
Annonaceae | Tetrameranthus
Annonaceae | Tridimeris
Annonaceae | Trigynaea
Annonaceae | Trivalvaria
Annonaceae | Unona
Annonaceae | Unonopsis
Annonaceae | Uvaria
Annonaceae | Uvariastrum
Annonaceae | Uvariodendron
Annonaceae | Uvariopsis
Annonaceae | Xylopia
Annonaceae | Xylopiastrum
Aphanopetalaceae | Aphanopetalum
Aphloiaceae | Aphloia
Apiaceae | Aciphylla
Apiaceae | Acronema
Apiaceae | Actinanthus
Apiaceae | Actinolema
Apiaceae | Actinotus
Apiaceae | Adenosciadium
Apiaceae | Aegokeras
Apiaceae | Aegopodium
Apiaceae | Aethusa
Apiaceae | Aframmi
Apiaceae | Afrocarum
Apiaceae | Afroligusticum
Apiaceae | Afrosciadium
Apiaceae | Afrosison
Apiaceae | Agasyllis
Apiaceae | Agrocharis
Apiaceae | Ainsworthia
Apiaceae | Alepidea
Apiaceae | Aletes
Apiaceae | Alococarpum
Apiaceae | Ammi
Apiaceae | Ammiopsis
Apiaceae | Ammodaucus
Apiaceae | Ammoides
Apiaceae | Ammoselinum
Apiaceae | Andriana
Apiaceae | Anethum
Apiaceae | Angelica
Apiaceae | Anginon
Apiaceae | Angoseseli
Apiaceae | Anisopoda
Apiaceae | Anisosciadium
Apiaceae | Anisotome
Apiaceae | Annesorhiza
Apiaceae | × Anthrichaerophyllum
Apiaceae | Anthriscus
Apiaceae | Aphanopleura
Apiaceae | Apiastrum
Apiaceae | Apiopetalum
Apiaceae | Apium
Apiaceae | Apodicarpum
Apiaceae | Arafoe
Apiaceae | Arctopus
Apiaceae | Arcuatopterus
Apiaceae | Arracacia
Apiaceae | Artedia
Apiaceae | Asciadium
Apiaceae | Asteriscium
Apiaceae | Astomaea
Apiaceae | Astrantia
Apiaceae | Astrodaucus
Apiaceae | Astydamia
Apiaceae | Athamanta
Apiaceae | Aulacospermum
