id | species | address | source | latitude | longitude
975 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Sichuan,都江堰市,,龙溪                                                                                                                                                                                                                                  " | "brahms    " | 31.0525635 | 103.5120348
975 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Sichuan,都江堰市,,龙溪                                                                                                                                                                                                                                  " | "brahms    " | 31.068066 | 103.630185
975 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Sichuan,都江堰市,,龙溪                                                                                                                                                                                                                                  " | "brahms    " | 30.993589 | 103.641491
975 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Sichuan,都江堰市,,龙溪                                                                                                                                                                                                                                  " | "brahms    " | 30.9812166 | 103.6426488
976 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,安徽,岳西县,,                                                                                                                                                                                                                                           " | "brahms    " | 30.849442 | 116.359921
977 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Chongqing,Nanchuan Xian,,三泉                                                                                                                                                                                                                           " | "brahms    " | 29.126586 | 107.212815
978 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Heilongjiang,Tongjiang Xian,,四川省通江县五台山猕猴自然保护区                                                                                                                                                                                           " | "brahms    " | 47.642283 | 132.511098
979 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Guangxi,平果县,,邰禄乡六隆村                                                                                                                                                                                                                            " | "brahms    " | 23.329376 | 107.58981
980 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Guangxi,,,Lo-mong                                                                                                                                                                                                                                       " | "brahms    " | 22.815478 | 108.327546
981 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Guangdong,连平县,,上坪公社中疗坑                                                                                                                                                                                                                        " | "brahms    " | 24.483411 | 114.59692
982 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Guangxi,全县,,山川，磨子田                                                                                                                                                                                                                              " | "brahms    " | 22.815478 | 108.327546
983 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Guangdong,怀集县,,石柴冲柄坑                                                                                                                                                                                                                            " | "brahms    " | 23.911899 | 112.184652
984 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Guangxi,,,Lo-hsiang                                                                                                                                                                                                                                     " | "brahms    " | 22.815478 | 108.327546
985 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Guangxi,,,Ku-chun                                                                                                                                                                                                                                       " | "brahms    " | 25.067287 | 111.365574
986 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Guangxi,凌云县,,玉洪乡老山                                                                                                                                                                                                                              " | "brahms    " | 24.50995 | 106.534251
987 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Guangdong,Ruyuan Xian,,洛阳乡茶洞                                                                                                                                                                                                                       " | "brahms    " | 24.776078 | 113.275883
988 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Guangdong,封开县,,黑石顶                                                                                                                                                                                                                                " | "brahms    " | 23.462196 | 111.908993
988 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Guangdong,封开县,,黑石顶                                                                                                                                                                                                                                " | "brahms    " | 23.462134 | 111.909006
989 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Sichuan,Tianquan Xian,,伐木场银厂坪                                                                                                                                                                                                                     " | "brahms    " | 30.066713 | 102.758317
990 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Guangdong,Ruyuan Xian,,西山乡柘洞附近                                                                                                                                                                                                                   " | "brahms    " | 24.776078 | 113.275883
991 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Guangdong,龙门县,,第四区南菎山上坪                                                                                                                                                                                                                      " | "brahms    " | 23.727737 | 114.254863
992 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Hunan,,,                                                                                                                                                                                                                                                " | "brahms    " | 28.112444 | 112.98381
993 | "Cryptotaenia canadensis auct.non(L.) DC.                                                                                                                                                                                                                      " | "USA,,,,                                                                                                                                                                                                                                                       " | "brahms    " | 37.09024 | -95.712891
994 | "Cryptotaenia canadensis auct.non(L.) DC.                                                                                                                                                                                                                      " | "USA,,,,Va.Chesterfield Co:Pocahontas                                                                                                                                                                                                                          " | "brahms    " | 37.2373722 | -77.40026019999999
995 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Guangxi,Longsheng Xian,,六区大地乡红毛涌                                                                                                                                                                                                                " | "brahms    " | 25.797931 | 110.011238
996 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Guangxi,Longsheng Xian,,平水乡大滩                                                                                                                                                                                                                      " | "brahms    " | 25.797931 | 110.011238
997 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Guangxi,大苖山县,,九万大山罗垌乡横岗路上                                                                                                                                                                                                                " | "brahms    " | 22.815478 | 108.327546
998 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Jiangxi,庐山,,楼贡寺                                                                                                                                                                                                                                    " | "brahms    " | 29.5805556 | 116.0191667
998 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Jiangxi,庐山,,楼贡寺                                                                                                                                                                                                                                    " | "brahms    " | 29.608828 | 115.87977
998 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Jiangxi,庐山,,楼贡寺                                                                                                                                                                                                                                    " | "brahms    " | 29.671775 | 115.989212
998 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Jiangxi,庐山,,楼贡寺                                                                                                                                                                                                                                    " | "brahms    " | 27.175439 | 115.236353
999 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Jiangxi,新建县,,西山小梅岭南杨梅岭                                                                                                                                                                                                                      " | "brahms    " | 28.548822 | 115.632014
1000 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Yunnan,屏边县,,Ping-pien Hsien                                                                                                                                                                                                                          " | "brahms    " | 22.98356 | 103.687612
1001 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Guangxi,临桂县,,潮田七分山分广埇                                                                                                                                                                                                                        " | "brahms    " | 25.238628 | 110.212463
1002 | "Cryptotaenia canadensis auct.non(L.) DC.                                                                                                                                                                                                                      " | "China,Sichuan,,,                                                                                                                                                                                                                                              " | "brahms    " | 30.651652 | 104.075931
1003 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Guangxi,,,Lo-mong                                                                                                                                                                                                                                       " | "brahms    " | 22.815478 | 108.327546
1004 | "Cryptotaenia canadensis                                                                                                                                                                                                                                       " | "North America,Canada,Québec,,Saint-Fran?ois-de-Sales                                                                                                                                                                                                         " | "GBIF      " | 48.32566 | -72.134102
1005 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Guangxi,平果县,,紫圹乡底潭                                                                                                                                                                                                                              " | "brahms    " | 23.329376 | 107.58981
1006 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Guangxi,东兰县,,隘洞区切学乡那塘村和南丹县交界                                                                                                                                                                                                          " | "brahms    " | 24.574871 | 107.423829
1007 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Chongqing,Nanchuan Xian,,金仸山泥马庙                                                                                                                                                                                                                   " | "brahms    " | 29.157891 | 107.099266
1008 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Hunan,,,莽山金竹坑                                                                                                                                                                                                                                      " | "brahms    " | 24.988037 | 112.854768
1009 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Hunan,会同县,,大墓乡王潭村                                                                                                                                                                                                                              " | "brahms    " | 26.887239 | 109.735661
1010 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Fujian,德化县,,渌头乡侠屋坑                                                                                                                                                                                                                             " | "brahms    " | 25.491494 | 118.241094
1011 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Jiangxi,,,牯岺黄龙寺前树林下                                                                                                                                                                                                                            " | "brahms    " | 28.674363 | 115.908733
1012 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Guizhou,清镇县,,Vicinity of Tsingchen                                                                                                                                                                                                                   " | "brahms    " | 26.556079 | 106.470715
1013 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Sichuan,Shimian Xian,,                                                                                                                                                                                                                                  " | "brahms    " | 29.227874 | 102.359462
1014 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "China,Guangdong,,,                                                                                                                                                                                                                                            " | "brahms    " | 23.132191 | 113.266531
1015 | "Cryptotaenia canadensis                                                                                                                                                                                                                                       " | "North America,Canada,Québec,,Ile Perrot                                                                                                                                                                                                                      " | "GBIF      " | 45.3933203 | -73.9551484
1016 | "Cryptotaenia canadensis                                                                                                                                                                                                                                       " | "North America,Canada,Québec,Montréal,Montréal, Mont Royal, au sud-ouest du marais                                                                                                                                                                          " | "GBIF      " | 45.5 | -73.60000000000001
1018 | "Cryptotaenia japonica                                                                                                                                                                                                                                         " | ",CN,,,                                                                                                                                                                                                                                                        " | "GBIF      " | 44.5970314 | 7.6114217
1018 | "Cryptotaenia japonica                                                                                                                                                                                                                                         " | ",CN,,,                                                                                                                                                                                                                                                        " | "GBIF      " | 35.86166 | 104.195397
1018 | "Cryptotaenia japonica                                                                                                                                                                                                                                         " | ",CN,,,                                                                                                                                                                                                                                                        " | "GBIF      " | 28.2915637 | -16.6291304
1018 | "Cryptotaenia japonica                                                                                                                                                                                                                                         " | ",CN,,,                                                                                                                                                                                                                                                        " | "GBIF      " | -28.5841599 | -58.00719220000001
1018 | "Cryptotaenia japonica                                                                                                                                                                                                                                         " | ",CN,,,                                                                                                                                                                                                                                                        " | "GBIF      " | 22.7440379 | -80.0870563
1018 | "Cryptotaenia japonica                                                                                                                                                                                                                                         " | ",CN,,,                                                                                                                                                                                                                                                        " | "GBIF      " | 23.130961 | -81.6747939
1018 | "Cryptotaenia japonica                                                                                                                                                                                                                                         " | ",CN,,,                                                                                                                                                                                                                                                        " | "GBIF      " | 37.348388 | -121.9421337
1019 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | "North America,United States,California,Los Angeles,City of Santa Monica. Yaohan: 3760 Centinela Avenue: Santa Monica, CA: 90066: (310) 398-2113 - phone.                                                                                                      " | "GBIF      " | 34.0194543 | -118.4911912
1021 | "Cryptotaenia canadensis                                                                                                                                                                                                                                       " | ",U.S.A.,West Virginia,,                                                                                                                                                                                                                                       " | "GBIF      " | 38.5976262 | -80.4549026
1022 | "Cryptotaenia japonica                                                                                                                                                                                                                                         " | ",Japan,Nara,Yoshino-gun Kamikitayamamura,                                                                                                                                                                                                                     " | "GBIF      " | 34.0104148 | 135.8279734
1023 | "Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              " | "North America,U.S.A.,Illinois,Cook,Leyden township                                                                                                                                                                                                            " | "GBIF      " | 41.9296236 | -87.86479609999999
1024 | "Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              " | "North America,U.S.A.,Illinois,Cook,                                                                                                                                                                                                                           " | "GBIF      " | 42.028885 | -88.1459546
1025 | "Cryptotaenia canadensis                                                                                                                                                                                                                                       " | ",Canada,Québec,,Saint-Timothée.                                                                                                                                                                                                                             " | "GBIF      " | 45.29 | -74.0411111
1026 | "Cryptotaenia canadensis                                                                                                                                                                                                                                       " | ",Canada,Québec,,Comté de Portneuf, Neuville                                                                                                                                                                                                                 " | "GBIF      " | 46.6968404 | -71.59102659999999
1027 | "Cryptotaenia canadensis                                                                                                                                                                                                                                       " | ",Canada,Québec,,environs de Montréal; Comté de Rouville, Saint-Hilaire                                                                                                                                                                                     " | "GBIF      " | 52.9399159 | -73.5491361
1027 | "Cryptotaenia canadensis                                                                                                                                                                                                                                       " | ",Canada,Québec,,environs de Montréal; Comté de Rouville, Saint-Hilaire                                                                                                                                                                                     " | "GBIF      " | 46.8032826 | -71.242796
1028 | "Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  " | ",Japan,Tokyo,,KANTO:TOKYO Pref., Nishi-tama-gun, Itsukaichi-machi, Fukazawa, alt.250-350m                                                                                                                                                                     " | "GBIF      " | 35.6894875 | 139.6917064
1029 | "Cryptotaenia canadensis                                                                                                                                                                                                                                       " | ",Japan,,,Honshu, Tohoku Distr., Miyagi Pref., Shiroishi-shi, Eshimae, Zaimokuiwa.                                                                                                                                                                             " | "GBIF      " | 36 | 138
1030 | "Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              " | ",United States,North Carolina,Forsyth,                                                                                                                                                                                                                        " | "GBIF      " | 36.1200003 | -80.1875065
1031 | "Cryptotaenia canadensis                                                                                                                                                                                                                                       " | "North America,USA,Kansas,Labette,E edge of Chetopa                                                                                                                                                                                                            " | "GBIF      " | 37.2306195 | -95.18357879999999
